hotel,is_canceled,lead_time,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,arrival_date_month_num,arrival_date,room_assignment_changed,total_stay_nights,total_people,is_adr_0,Agent_check,foreigner,arrival_weekday,customer_name,status
Resort Hotel,1,28,31,1,2,5,3,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,258.27,0,1,08,2017-08-01,0,7,3.0,0,1,0,1,Guest_0016,Expected
Resort Hotel,1,242,31,1,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,153.75,0,0,08,2017-08-01,0,7,2.0,0,1,1,1,Guest_0017,Expected
Resort Hotel,1,27,31,1,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,215.71,0,1,08,2017-08-01,0,7,2.0,0,1,1,1,Guest_0018,Expected
Resort Hotel,1,215,31,1,2,5,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,145.44,0,0,08,2017-08-01,0,7,4.0,0,1,0,1,Guest_0019,Expected
Resort Hotel,1,176,31,1,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,134.86,0,0,08,2017-08-01,0,7,2.0,0,1,0,1,Guest_0020,Expected
Resort Hotel,1,162,31,1,2,5,2,1.0,0,FB,Offline TA/TO,TA/TO,0,0,0,1,0,Transient,242.25,0,0,08,2017-08-01,0,7,3.0,0,1,0,1,Guest_0021,Expected
Resort Hotel,1,28,31,1,2,5,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,315.71,0,0,08,2017-08-01,0,7,4.0,0,1,1,1,Guest_0022,Expected
Resort Hotel,1,81,31,1,2,7,3,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,244.72,0,1,08,2017-08-01,0,9,3.0,0,1,0,1,Guest_0023,Expected
Resort Hotel,1,328,31,1,2,9,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,156.6,0,0,08,2017-08-01,0,11,2.0,0,1,1,1,Guest_0024,Expected
Resort Hotel,1,203,31,1,4,10,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,126.9,0,0,08,2017-08-01,0,14,2.0,0,1,0,1,Guest_0025,Expected
Resort Hotel,1,358,31,1,4,10,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,190.96,0,2,08,2017-08-01,0,14,2.0,0,1,0,1,Guest_0026,Expected
Resort Hotel,1,352,31,1,4,10,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,190.96,0,1,08,2017-08-01,0,14,2.0,0,1,0,1,Guest_0027,Expected
Resort Hotel,1,378,31,1,4,10,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,450.0,0,0,08,2017-08-01,0,14,2.0,0,1,0,1,Guest_0028,Expected
Resort Hotel,1,300,31,2,0,3,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,202.92,0,0,08,2017-08-02,0,3,4.0,0,1,0,2,Guest_0029,Expected
Resort Hotel,1,15,31,2,0,4,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,264.0,0,1,08,2017-08-02,0,4,4.0,0,1,0,2,Guest_0030,Expected
Resort Hotel,1,205,31,2,1,4,2,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,300.4,0,2,08,2017-08-02,0,5,4.0,0,1,0,2,Guest_0031,Expected
Resort Hotel,1,205,31,2,1,4,2,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,300.4,0,2,08,2017-08-02,0,5,4.0,0,1,0,2,Guest_0032,Expected
Resort Hotel,1,231,31,2,2,4,2,1.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,183.33,0,1,08,2017-08-02,0,6,3.0,0,1,1,2,Guest_0033,Expected
Resort Hotel,1,231,31,2,2,4,2,1.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,183.33,0,2,08,2017-08-02,0,6,3.0,0,1,1,2,Guest_0034,Expected
Resort Hotel,1,231,31,2,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,253.33,0,1,08,2017-08-02,0,6,2.0,0,1,1,2,Guest_0035,Expected
Resort Hotel,1,248,31,2,2,5,2,0.0,0,FB,Direct,Direct,0,0,0,1,0,Transient,179.77,0,0,08,2017-08-02,0,7,2.0,0,1,0,2,Guest_0036,Expected
Resort Hotel,1,310,31,2,2,6,2,1.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,148.74,0,0,08,2017-08-02,0,8,3.0,0,1,0,2,Guest_0037,Expected
Resort Hotel,1,78,31,2,2,8,2,1.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,241.6,0,2,08,2017-08-02,0,10,3.0,0,1,0,2,Guest_0038,Expected
Resort Hotel,1,187,31,2,2,8,2,0.0,0,FB,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,193.1,0,0,08,2017-08-02,0,10,2.0,0,1,0,2,Guest_0039,Expected
Resort Hotel,1,188,31,2,2,8,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,188.0,0,1,08,2017-08-02,0,10,2.0,0,1,0,2,Guest_0040,Expected
Resort Hotel,1,76,31,2,2,8,3,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,257.34,0,0,08,2017-08-02,0,10,3.0,0,1,0,2,Guest_0041,Expected
Resort Hotel,1,213,31,2,2,8,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,165.15,0,2,08,2017-08-02,0,10,2.0,0,1,1,2,Guest_0042,Expected
Resort Hotel,1,187,31,2,4,10,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,168.57,0,0,08,2017-08-02,0,14,2.0,0,1,1,2,Guest_0043,Expected
Resort Hotel,1,101,31,3,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,213.75,0,0,08,2017-08-03,0,2,2.0,0,1,0,3,Guest_0044,Expected
Resort Hotel,1,15,31,3,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,229.0,0,1,08,2017-08-03,0,2,2.0,0,1,1,3,Guest_0045,Expected
Resort Hotel,1,28,31,3,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,3,0,Transient,205.0,0,1,08,2017-08-03,0,2,2.0,0,1,1,3,Guest_0046,Expected
Resort Hotel,1,28,31,3,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,3,0,Transient,205.0,0,1,08,2017-08-03,0,2,2.0,0,1,1,3,Guest_0047,Expected
Resort Hotel,1,28,31,3,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,225.0,0,0,08,2017-08-03,0,2,2.0,0,1,1,3,Guest_0048,Expected
Resort Hotel,1,28,31,3,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,3,0,Transient,205.0,0,1,08,2017-08-03,0,2,2.0,0,1,1,3,Guest_0049,Expected
Resort Hotel,1,28,31,3,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,3,0,Transient,205.0,0,1,08,2017-08-03,0,2,2.0,0,1,1,3,Guest_0050,Expected
Resort Hotel,1,28,31,3,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,3,0,Transient,205.0,0,1,08,2017-08-03,0,2,2.0,0,1,1,3,Guest_0051,Expected
Resort Hotel,1,101,31,3,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,213.75,0,0,08,2017-08-03,0,2,2.0,0,1,0,3,Guest_0052,Expected
Resort Hotel,1,28,31,3,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,3,0,Transient,205.0,0,1,08,2017-08-03,0,2,2.0,0,1,1,3,Guest_0053,Expected
Resort Hotel,1,195,31,3,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,183.33,0,1,08,2017-08-03,0,3,2.0,0,1,1,3,Guest_0054,Expected
Resort Hotel,1,17,31,3,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,215.67,0,3,08,2017-08-03,0,3,2.0,0,1,1,3,Guest_0055,Expected
Resort Hotel,1,43,31,3,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,213.33,0,1,08,2017-08-03,0,3,2.0,0,1,1,3,Guest_0056,Expected
Resort Hotel,1,22,31,3,1,3,2,1.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,266.0,0,2,08,2017-08-03,0,4,3.0,0,0,0,3,Guest_0057,Expected
Resort Hotel,1,246,31,3,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,153.75,0,0,08,2017-08-03,0,6,2.0,0,1,1,3,Guest_0058,Expected
Resort Hotel,1,246,31,3,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,153.75,0,0,08,2017-08-03,0,6,2.0,0,1,1,3,Guest_0059,Expected
Resort Hotel,1,246,31,3,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,153.75,0,0,08,2017-08-03,0,6,2.0,0,1,1,3,Guest_0060,Expected
Resort Hotel,1,153,31,3,2,5,2,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,282.29,0,0,08,2017-08-03,0,7,4.0,0,1,0,3,Guest_0061,Expected
Resort Hotel,1,273,31,3,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,172.8,0,0,08,2017-08-03,0,7,2.0,0,1,1,3,Guest_0062,Expected
Resort Hotel,1,296,31,3,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,167.18,0,2,08,2017-08-03,0,7,2.0,0,1,1,3,Guest_0063,Expected
Resort Hotel,1,104,31,3,2,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,2,08,2017-08-03,0,8,2.0,0,1,1,3,Guest_0064,Expected
Resort Hotel,1,178,31,3,2,8,2,0.0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,175.5,0,0,08,2017-08-03,0,10,2.0,0,1,0,3,Guest_0065,Expected
Resort Hotel,1,83,31,3,3,8,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,250.0,0,1,08,2017-08-03,0,11,2.0,0,1,0,3,Guest_0066,Expected
Resort Hotel,1,83,31,3,3,8,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,270.0,0,1,08,2017-08-03,0,11,2.0,0,1,0,3,Guest_0067,Expected
Resort Hotel,1,29,31,4,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,205.0,0,2,08,2017-08-04,1,1,2.0,0,1,1,4,Guest_0068,Expected
Resort Hotel,1,304,31,4,0,2,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,167.18,0,1,08,2017-08-04,0,2,2.0,0,1,1,4,Guest_0069,Expected
Resort Hotel,1,304,31,4,0,2,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,167.18,0,2,08,2017-08-04,0,2,2.0,0,1,1,4,Guest_0070,Expected
Resort Hotel,1,28,31,4,0,2,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,269.5,0,1,08,2017-08-04,0,2,2.0,0,1,1,4,Guest_0071,Expected
Resort Hotel,1,42,31,4,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,1,0,Transient,212.5,0,0,08,2017-08-04,0,2,2.0,0,1,0,4,Guest_0072,Expected
Resort Hotel,1,42,31,4,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,212.5,0,0,08,2017-08-04,0,2,2.0,0,1,0,4,Guest_0073,Expected
Resort Hotel,1,113,31,4,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,1,08,2017-08-04,0,2,2.0,0,1,1,4,Guest_0074,Expected
Resort Hotel,1,304,31,4,0,2,1,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,167.18,0,2,08,2017-08-04,0,2,1.0,0,1,1,4,Guest_0075,Expected
Resort Hotel,1,304,31,4,0,2,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,185.4,0,2,08,2017-08-04,0,2,2.0,0,1,1,4,Guest_0076,Expected
Resort Hotel,1,353,31,4,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,138.38,0,1,08,2017-08-04,0,3,2.0,0,1,1,4,Guest_0077,Expected
Resort Hotel,1,24,31,4,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,193.33,0,1,08,2017-08-04,0,3,2.0,0,1,0,4,Guest_0078,Expected
Resort Hotel,1,34,31,4,1,2,3,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,283.6,0,1,08,2017-08-04,0,3,3.0,0,1,0,4,Guest_0079,Expected
Resort Hotel,1,40,31,4,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,223.75,0,1,08,2017-08-04,0,4,2.0,0,1,1,4,Guest_0080,Expected
Resort Hotel,1,93,31,4,2,2,2,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,378.0,0,0,08,2017-08-04,0,4,4.0,0,1,1,4,Guest_0081,Expected
Resort Hotel,1,304,31,4,2,2,2,0.0,0,HB,Online TA,TA/TO,0,0,0,2,0,Transient,185.4,0,2,08,2017-08-04,0,4,2.0,0,1,1,4,Guest_0082,Expected
Resort Hotel,1,312,31,4,2,2,2,1.0,0,BB,Online TA,TA/TO,0,0,0,2,0,Transient,244.0,0,2,08,2017-08-04,0,4,3.0,0,1,1,4,Guest_0083,Expected
Resort Hotel,1,214,31,4,2,2,1,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,206.0,0,1,08,2017-08-04,0,4,1.0,0,1,1,4,Guest_0084,Expected
Resort Hotel,1,51,31,4,2,2,2,2.0,0,FB,Direct,Direct,0,0,0,1,0,Transient,358.75,0,0,08,2017-08-04,0,4,4.0,0,1,0,4,Guest_0085,Expected
Resort Hotel,1,312,31,4,2,2,2,1.0,0,BB,Online TA,TA/TO,0,0,0,2,0,Transient,172.8,0,2,08,2017-08-04,0,4,3.0,0,1,1,4,Guest_0086,Expected
Resort Hotel,1,165,31,4,2,4,3,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,201.6,0,1,08,2017-08-04,0,6,3.0,0,1,0,4,Guest_0087,Expected
Resort Hotel,1,166,31,4,2,4,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,220.0,0,2,08,2017-08-04,0,6,4.0,0,1,1,4,Guest_0088,Expected
Resort Hotel,1,178,31,4,2,5,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,203.13,0,2,08,2017-08-04,0,7,2.0,0,1,1,4,Guest_0089,Expected
Resort Hotel,1,91,31,4,2,5,2,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,328.0,0,1,08,2017-08-04,0,7,4.0,0,1,1,4,Guest_0090,Expected
Resort Hotel,1,91,31,4,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,184.0,0,0,08,2017-08-04,0,5,2.0,0,1,0,4,Guest_0091,Expected
Resort Hotel,1,319,31,4,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,144.97,0,1,08,2017-08-04,0,7,2.0,0,1,1,4,Guest_0092,Expected
Resort Hotel,1,95,31,4,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,1,08,2017-08-04,0,7,2.0,0,1,1,4,Guest_0093,Expected
Resort Hotel,1,302,31,4,2,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,172.8,0,2,08,2017-08-04,0,9,2.0,0,1,1,4,Guest_0094,Expected
Resort Hotel,1,302,31,4,2,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,172.8,0,2,08,2017-08-04,0,9,2.0,0,1,1,4,Guest_0095,Expected
Resort Hotel,1,144,31,4,3,7,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,252.0,0,1,08,2017-08-04,0,10,2.0,0,1,1,4,Guest_0096,Expected
Resort Hotel,1,163,31,5,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,200.0,0,1,08,2017-08-05,0,1,2.0,0,1,0,5,Guest_0097,Expected
Resort Hotel,1,8,31,5,0,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,330.0,0,0,08,2017-08-05,0,1,4.0,0,1,0,5,Guest_0098,Expected
Resort Hotel,1,10,31,5,0,1,1,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,204.18,0,0,08,2017-08-05,0,1,1.0,0,1,0,5,Guest_0099,Expected
Resort Hotel,1,167,31,5,0,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,220.0,0,0,08,2017-08-05,0,1,4.0,0,1,1,5,Guest_0100,Expected
Resort Hotel,1,16,31,5,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,214.0,0,1,08,2017-08-05,0,2,2.0,0,1,1,5,Guest_0101,Expected
Resort Hotel,1,180,31,5,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,2,0,Transient,200.0,0,1,08,2017-08-05,0,2,2.0,0,1,1,5,Guest_0102,Expected
Resort Hotel,1,11,31,5,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,214.0,0,1,08,2017-08-05,0,2,2.0,0,1,0,5,Guest_0103,Expected
Resort Hotel,1,20,31,5,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,160.2,0,1,08,2017-08-05,0,2,2.0,0,1,0,5,Guest_0104,Expected
Resort Hotel,1,341,31,5,2,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,259.33,0,0,08,2017-08-05,0,3,4.0,0,1,0,5,Guest_0105,Expected
Resort Hotel,1,20,31,5,1,1,1,1.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,160.2,0,1,08,2017-08-05,0,2,2.0,0,1,0,5,Guest_0106,Expected
Resort Hotel,1,16,31,5,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,214.0,0,1,08,2017-08-05,0,2,2.0,0,1,1,5,Guest_0107,Expected
Resort Hotel,1,3,31,5,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,1,08,2017-08-05,0,3,2.0,0,1,1,5,Guest_0108,Expected
Resort Hotel,1,333,31,5,2,3,2,1.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,292.0,0,1,08,2017-08-05,0,5,3.0,0,1,1,5,Guest_0109,Expected
Resort Hotel,1,25,31,5,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,250.0,0,0,08,2017-08-05,0,5,2.0,0,1,0,5,Guest_0110,Expected
Resort Hotel,1,119,31,5,2,2,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,269.0,0,2,08,2017-08-05,0,4,4.0,0,1,1,5,Guest_0111,Expected
Resort Hotel,1,333,31,5,2,3,2,1.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,167.18,0,1,08,2017-08-05,0,5,3.0,0,1,1,5,Guest_0112,Expected
Resort Hotel,1,142,31,5,2,4,2,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,298.0,0,1,08,2017-08-05,0,6,4.0,0,1,1,5,Guest_0113,Expected
Resort Hotel,1,238,31,5,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,1,0,Transient,168.0,0,1,08,2017-08-05,0,6,2.0,0,1,1,5,Guest_0114,Expected
Resort Hotel,1,328,31,5,2,4,2,1.0,0,BB,Direct,Direct,0,0,0,2,0,Transient,139.54,0,0,08,2017-08-05,0,6,3.0,0,1,0,5,Guest_0115,Expected
Resort Hotel,1,45,31,5,2,4,2,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,378.0,0,0,08,2017-08-05,0,6,4.0,0,1,1,5,Guest_0116,Expected
Resort Hotel,1,328,31,5,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,153.75,0,0,08,2017-08-05,0,6,2.0,0,1,0,5,Guest_0117,Expected
Resort Hotel,1,38,31,5,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,2,08,2017-08-05,0,7,2.0,0,1,1,5,Guest_0118,Expected
Resort Hotel,1,210,31,5,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,198.0,0,2,08,2017-08-05,0,7,2.0,0,1,1,5,Guest_0119,Expected
Resort Hotel,1,141,31,5,2,5,3,1.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,310.0,0,0,08,2017-08-05,0,7,4.0,0,1,1,5,Guest_0120,Expected
Resort Hotel,1,98,31,5,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,262.0,0,0,08,2017-08-05,0,7,2.0,0,1,1,5,Guest_0121,Expected
Resort Hotel,1,31,31,5,2,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,1,08,2017-08-05,0,8,2.0,0,1,1,5,Guest_0122,Expected
Resort Hotel,1,45,31,5,4,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,0,08,2017-08-05,0,10,2.0,0,1,1,5,Guest_0123,Expected
Resort Hotel,1,208,31,5,4,7,2,1.0,0,BB,Online TA,TA/TO,0,0,0,1,0,Transient,231.0,0,2,08,2017-08-05,0,11,3.0,0,1,1,5,Guest_0124,Expected
Resort Hotel,1,208,31,5,4,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,206.0,0,2,08,2017-08-05,0,11,2.0,0,1,1,5,Guest_0125,Expected
Resort Hotel,1,208,31,5,4,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,206.0,0,2,08,2017-08-05,0,11,2.0,0,1,1,5,Guest_0126,Expected
Resort Hotel,1,143,32,6,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,1,0,Transient,220.0,0,0,08,2017-08-06,0,3,2.0,0,1,1,6,Guest_0127,Expected
Resort Hotel,1,209,32,6,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,188.0,0,0,08,2017-08-06,0,4,2.0,0,1,1,6,Guest_0128,Expected
Resort Hotel,1,128,32,6,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,239.0,0,1,08,2017-08-06,0,5,2.0,0,1,1,6,Guest_0129,Expected
Resort Hotel,1,33,32,6,2,3,2,1.0,0,HB,Direct,Direct,0,0,0,1,0,Transient,323.0,0,0,08,2017-08-06,0,5,3.0,0,0,0,6,Guest_0130,Expected
Resort Hotel,1,145,32,6,2,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,252.0,0,2,08,2017-08-06,0,5,2.0,0,1,1,6,Guest_0131,Expected
Resort Hotel,1,33,32,6,2,3,2,0.0,0,HB,Direct,Direct,0,0,0,1,0,Transient,297.0,0,0,08,2017-08-06,0,5,2.0,0,0,0,6,Guest_0132,Expected
Resort Hotel,1,128,32,6,2,3,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,269.0,0,1,08,2017-08-06,0,5,4.0,0,1,1,6,Guest_0133,Expected
Resort Hotel,1,123,32,6,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,239.0,0,0,08,2017-08-06,0,5,2.0,0,1,1,6,Guest_0134,Expected
Resort Hotel,1,126,32,6,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,239.0,0,0,08,2017-08-06,0,5,2.0,0,1,1,6,Guest_0135,Expected
