hotel,is_canceled,lead_time,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,arrival_date_month_num,arrival_date,room_assignment_changed,total_stay_nights,total_people,is_adr_0,Agent_check,foreigner,arrival_weekday,customer_name,status
Resort Hotel,0,0,32,10,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,180.0,0,1,08,2017-08-10,0,1,2.0,0,0,0,3,Guest_0945,Expected
Resort Hotel,0,131,32,7,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,266.0,0,2,08,2017-08-07,0,4,2.0,0,1,1,0,Guest_0946,Expected
Resort Hotel,0,42,31,4,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient-Party,197.14,0,0,08,2017-08-04,0,7,2.0,0,1,1,4,Guest_0947,Expected
Resort Hotel,0,42,31,4,2,5,1,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient-Party,181.14,0,0,08,2017-08-04,0,7,1.0,0,1,1,4,Guest_0948,Expected
Resort Hotel,0,0,32,10,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,194.0,1,0,08,2017-08-10,0,1,2.0,0,0,1,3,Guest_0949,Expected
Resort Hotel,0,208,32,8,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,3,0,Transient,206.0,0,2,08,2017-08-08,1,3,2.0,0,1,1,1,Guest_0950,Expected
Resort Hotel,0,2,32,10,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,205.0,0,1,08,2017-08-10,0,1,2.0,0,0,0,3,Guest_0951,Expected
Resort Hotel,0,2,32,10,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,241.0,0,1,08,2017-08-10,0,1,2.0,0,0,0,3,Guest_0952,Expected
Resort Hotel,0,25,32,6,2,3,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,254.31,0,0,08,2017-08-06,0,5,2.0,0,1,0,6,Guest_0953,Expected
Resort Hotel,0,43,32,7,1,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,296.0,0,2,08,2017-08-07,0,4,2.0,0,1,0,0,Guest_0954,Expected
Resort Hotel,0,49,32,8,0,3,1,0.0,0,BB,Corporate,Corporate,0,0,0,0,0,Group,135.0,0,1,08,2017-08-08,0,3,1.0,0,0,0,1,Guest_0955,Expected
Resort Hotel,0,3,32,6,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,224.0,0,2,08,2017-08-06,0,5,2.0,0,1,0,6,Guest_0956,Expected
Resort Hotel,0,305,31,5,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,132.85,0,0,08,2017-08-05,0,7,2.0,0,1,1,5,Guest_0957,Expected
Resort Hotel,0,183,32,6,2,4,1,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,223.07,0,1,08,2017-08-06,0,6,3.0,0,1,1,6,Guest_0958,Expected
Resort Hotel,0,183,32,6,2,4,2,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,239.78,0,1,08,2017-08-06,0,6,4.0,0,1,1,6,Guest_0959,Expected
Resort Hotel,0,264,32,7,1,4,2,1.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,231.6,1,1,08,2017-08-07,0,5,3.0,0,1,1,0,Guest_0960,Expected
Resort Hotel,0,207,32,8,0,4,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,250.0,0,2,08,2017-08-08,0,4,2.0,0,1,1,1,Guest_0961,Expected
Resort Hotel,0,218,31,5,2,5,1,1.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,135.9,0,1,08,2017-08-05,0,7,2.0,0,1,1,5,Guest_0962,Expected
Resort Hotel,0,218,31,5,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,1,0,Transient,135.9,0,1,08,2017-08-05,0,7,2.0,0,1,1,5,Guest_0963,Expected
Resort Hotel,0,204,32,10,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,202.0,1,3,08,2017-08-10,1,2,2.0,0,1,1,3,Guest_0964,Expected
Resort Hotel,0,152,32,7,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,220.0,0,2,08,2017-08-07,0,5,2.0,0,1,1,0,Guest_0965,Expected
Resort Hotel,0,163,32,8,0,4,2,2.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,215.0,0,4,08,2017-08-08,0,4,4.0,0,1,1,1,Guest_0966,Expected
Resort Hotel,0,157,32,10,0,2,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,314.0,1,3,08,2017-08-10,0,2,4.0,0,1,0,3,Guest_0967,Expected
Resort Hotel,0,14,32,9,0,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,241.0,0,2,08,2017-08-09,0,3,2.0,0,1,1,2,Guest_0968,Expected
Resort Hotel,0,166,32,8,0,4,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,213.0,0,1,08,2017-08-08,0,4,2.0,0,1,0,1,Guest_0969,Expected
Resort Hotel,0,31,32,7,1,4,2,1.0,0,HB,Direct,Direct,0,0,0,1,0,Transient,283.0,0,2,08,2017-08-07,0,5,3.0,0,1,1,0,Guest_0970,Expected
Resort Hotel,0,167,32,8,0,4,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,209.0,1,3,08,2017-08-08,0,4,2.0,0,1,0,1,Guest_0971,Expected
Resort Hotel,0,104,31,3,2,7,2,1.0,0,BB,Online TA,TA/TO,0,0,0,2,0,Transient,255.0,0,2,08,2017-08-03,0,9,3.0,0,1,1,3,Guest_0972,Expected
Resort Hotel,0,33,32,10,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,179.59,1,1,08,2017-08-10,1,2,2.0,0,1,1,3,Guest_0973,Expected
Resort Hotel,0,174,32,9,0,3,3,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient-Party,244.0,1,1,08,2017-08-09,0,3,3.0,0,1,1,2,Guest_0974,Expected
Resort Hotel,0,253,32,9,0,3,3,1.0,0,BB,Direct,Direct,0,0,0,2,0,Transient,236.1,1,1,08,2017-08-09,0,3,4.0,0,1,1,2,Guest_0975,Expected
Resort Hotel,0,190,31,2,2,8,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,161.4,0,0,08,2017-08-02,0,10,2.0,0,1,1,2,Guest_0976,Expected
Resort Hotel,0,190,31,2,2,8,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,161.4,0,0,08,2017-08-02,0,10,2.0,0,1,1,2,Guest_0977,Expected
Resort Hotel,0,93,32,8,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,184.0,0,1,08,2017-08-08,0,4,2.0,0,1,1,1,Guest_0978,Expected
Resort Hotel,0,174,32,9,0,3,3,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient-Party,244.0,1,1,08,2017-08-09,0,3,3.0,0,1,1,2,Guest_0979,Expected
Resort Hotel,0,24,31,5,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,121.5,0,2,08,2017-08-05,0,7,2.0,0,1,1,5,Guest_0980,Expected
Resort Hotel,0,36,32,9,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,244.0,0,2,08,2017-08-09,0,3,2.0,0,1,0,2,Guest_0981,Expected
Resort Hotel,0,3,32,10,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,240.0,0,3,08,2017-08-10,0,2,2.0,0,1,0,3,Guest_0982,Expected
Resort Hotel,0,15,32,6,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,214.0,0,3,08,2017-08-06,0,6,2.0,0,1,1,6,Guest_0983,Expected
Resort Hotel,0,214,31,5,2,5,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,151.76,0,0,08,2017-08-05,0,7,4.0,0,1,1,5,Guest_0984,Expected
Resort Hotel,0,33,32,7,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,244.0,0,2,08,2017-08-07,0,5,2.0,0,1,1,0,Guest_0985,Expected
Resort Hotel,0,164,32,8,0,4,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,227.0,1,2,08,2017-08-08,0,4,4.0,0,1,1,1,Guest_0986,Expected
Resort Hotel,0,32,32,8,0,4,2,1.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,237.6,0,1,08,2017-08-08,0,4,3.0,0,1,1,1,Guest_0987,Expected
Resort Hotel,0,0,32,11,0,1,2,0.0,0,BB,Online TA,TA/TO,1,0,0,0,0,Transient,190.0,0,1,08,2017-08-11,0,1,2.0,0,1,0,4,Guest_0988,Expected
Resort Hotel,0,23,32,11,0,1,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,241.0,0,2,08,2017-08-11,0,1,2.0,0,1,1,4,Guest_0989,Expected
Resort Hotel,0,12,32,11,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,168.0,0,1,08,2017-08-11,0,2,2.0,0,1,1,4,Guest_0990,Expected
Resort Hotel,0,46,32,8,0,5,3,0.0,0,BB,Online TA,TA/TO,0,0,0,1,0,Transient-Party,243.81,0,4,08,2017-08-08,0,5,3.0,0,1,1,1,Guest_0991,Expected
Resort Hotel,0,46,32,8,0,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,1,0,Transient-Party,188.0,0,3,08,2017-08-08,0,5,2.0,0,1,1,1,Guest_0992,Expected
Resort Hotel,0,128,31,3,2,8,3,0.0,0,HB,Direct,Direct,0,0,0,1,0,Transient,368.1,1,1,08,2017-08-03,0,10,3.0,0,1,0,3,Guest_0993,Expected
Resort Hotel,0,331,32,12,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,2,0,Transient,174.4,0,2,08,2017-08-12,0,7,2.0,0,1,1,5,Guest_0994,Expected
Resort Hotel,0,51,32,12,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,284.0,1,2,08,2017-08-12,1,1,2.0,0,1,1,5,Guest_0995,Expected
Resort Hotel,0,233,31,2,2,9,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,143.57,0,2,08,2017-08-02,0,11,3.0,0,1,1,2,Guest_0996,Expected
Resort Hotel,0,233,31,2,2,9,2,1.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,133.07,0,1,08,2017-08-02,0,11,3.0,0,1,1,2,Guest_0997,Expected
Resort Hotel,0,22,31,3,2,8,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Group,161.4,0,2,08,2017-08-03,0,10,2.0,0,1,1,3,Guest_0998,Expected
Resort Hotel,0,176,32,6,2,5,2,1.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,133.07,0,3,08,2017-08-06,0,7,3.0,0,1,1,6,Guest_0999,Expected
Resort Hotel,0,153,32,6,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,121.5,0,0,08,2017-08-06,0,7,2.0,0,1,1,6,Guest_1000,Expected
Resort Hotel,0,189,31,3,2,8,2,0.0,0,HB,Online TA,TA/TO,0,0,0,1,0,Transient-Party,163.08,0,0,08,2017-08-03,0,10,2.0,0,1,1,3,Guest_1001,Expected
Resort Hotel,0,189,31,3,2,8,2,0.0,0,HB,Online TA,TA/TO,0,0,0,1,0,Transient-Party,167.28,0,0,08,2017-08-03,0,10,2.0,0,1,1,3,Guest_1002,Expected
Resort Hotel,0,38,32,6,2,5,2,0.0,0,HB,Direct,Direct,0,0,0,0,0,Transient,271.0,1,1,08,2017-08-06,0,7,2.0,0,1,1,6,Guest_1003,Expected
Resort Hotel,0,188,31,3,2,8,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,169.0,0,1,08,2017-08-03,0,10,2.0,0,1,1,3,Guest_1004,Expected
Resort Hotel,0,62,32,7,1,5,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,290.67,0,0,08,2017-08-07,0,6,2.0,0,1,1,0,Guest_1005,Expected
Resort Hotel,0,262,32,6,2,5,2,3.0,0,HB,Direct,Direct,0,0,0,1,0,Transient,288.03,1,1,08,2017-08-06,0,7,5.0,0,1,0,6,Guest_1006,Expected
Resort Hotel,0,0,32,12,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,214.0,1,0,08,2017-08-12,0,1,2.0,0,0,0,5,Guest_1007,Expected
Resort Hotel,0,188,31,3,2,8,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,169.0,0,1,08,2017-08-03,0,10,2.0,0,1,1,3,Guest_1008,Expected
Resort Hotel,0,255,32,6,2,5,2,0.0,0,HB,Direct,Direct,0,0,0,1,0,Transient,179.81,0,0,08,2017-08-06,0,7,2.0,0,1,0,6,Guest_1009,Expected
Resort Hotel,0,176,32,7,1,5,2,2.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,268.0,0,2,08,2017-08-07,0,6,4.0,0,1,1,0,Guest_1010,Expected
Resort Hotel,0,38,32,7,1,5,2,1.0,0,HB,Direct,Direct,0,0,0,1,0,Transient,302.5,0,1,08,2017-08-07,0,6,3.0,0,1,1,0,Guest_1011,Expected
Resort Hotel,0,291,32,7,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,2,0,Transient,138.38,0,1,08,2017-08-07,0,6,2.0,0,1,1,0,Guest_1012,Expected
Resort Hotel,0,291,32,7,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,2,0,Transient,154.38,0,1,08,2017-08-07,0,6,2.0,0,1,1,0,Guest_1013,Expected
Resort Hotel,0,188,31,5,2,6,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,212.0,0,2,08,2017-08-05,0,8,2.0,0,1,1,5,Guest_1014,Expected
Resort Hotel,0,136,32,8,0,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,252.0,0,4,08,2017-08-08,0,5,2.0,0,1,1,1,Guest_1015,Expected
Resort Hotel,0,185,32,6,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,2,0,Transient,174.0,0,0,08,2017-08-06,0,7,2.0,0,1,0,6,Guest_1016,Expected
Resort Hotel,0,25,32,6,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Group,121.5,0,2,08,2017-08-06,0,7,2.0,0,1,1,6,Guest_1017,Expected
Resort Hotel,0,84,32,8,0,5,2,2.0,0,Undefined,Direct,Direct,0,0,0,0,0,Transient,335.0,0,1,08,2017-08-08,0,5,4.0,0,0,1,1,Guest_1018,Expected
Resort Hotel,0,5,32,12,0,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,260.0,0,3,08,2017-08-12,0,1,4.0,0,1,1,5,Guest_1019,Expected
Resort Hotel,0,191,32,9,0,4,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,162.0,0,0,08,2017-08-09,0,4,2.0,0,1,1,2,Guest_1020,Expected
Resort Hotel,0,30,32,8,0,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,2,08,2017-08-08,0,5,2.0,0,1,1,1,Guest_1021,Expected
Resort Hotel,0,3,32,12,0,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,324.0,1,1,08,2017-08-12,0,1,4.0,0,1,1,5,Guest_1022,Expected
Resort Hotel,0,194,32,8,0,5,2,0.0,0,BB,Direct,Direct,0,0,0,3,0,Transient,210.0,1,3,08,2017-08-08,0,5,2.0,0,1,1,1,Guest_1023,Expected
Resort Hotel,0,33,32,8,0,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,2,0,Transient,196.0,0,2,08,2017-08-08,0,5,2.0,0,1,1,1,Guest_1024,Expected
Resort Hotel,0,176,32,8,0,5,2,0.0,0,BB,Direct,Direct,0,0,0,2,0,Transient,211.0,1,4,08,2017-08-08,0,5,2.0,0,1,0,1,Guest_1025,Expected
Resort Hotel,0,314,32,6,2,5,2,1.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,133.74,0,1,08,2017-08-06,0,7,3.0,0,1,0,6,Guest_1026,Expected
Resort Hotel,0,327,31,4,2,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,174.8,0,1,08,2017-08-04,0,9,2.0,0,1,0,4,Guest_1027,Expected
Resort Hotel,0,1,32,11,0,2,3,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,295.0,1,0,08,2017-08-11,0,2,3.0,0,0,0,4,Guest_1028,Expected
Resort Hotel,0,89,32,6,2,5,1,2.0,0,BB,Online TA,TA/TO,0,0,0,1,0,Transient,282.0,0,2,08,2017-08-06,0,7,3.0,0,1,1,6,Guest_1029,Expected
Resort Hotel,0,286,32,7,2,5,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,1,0,Contract,117.45,0,0,08,2017-08-07,0,7,1.0,0,1,1,0,Guest_1030,Expected
Resort Hotel,0,286,32,7,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,130.06,0,1,08,2017-08-07,0,7,2.0,0,1,1,0,Guest_1031,Expected
Resort Hotel,0,116,32,8,1,5,2,1.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,205.2,0,1,08,2017-08-08,0,6,3.0,0,1,1,1,Guest_1032,Expected
Resort Hotel,0,27,33,13,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,181.2,1,2,08,2017-08-13,1,1,2.0,0,1,1,6,Guest_1033,Expected
Resort Hotel,0,184,32,9,1,4,2,1.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,170.57,0,2,08,2017-08-09,0,5,3.0,0,1,1,2,Guest_1034,Expected
Resort Hotel,0,15,32,11,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,137.0,0,0,08,2017-08-11,1,3,2.0,0,1,1,4,Guest_1035,Expected
Resort Hotel,0,137,32,7,2,5,2,1.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Transient,205.43,0,0,08,2017-08-07,0,7,3.0,0,1,0,0,Guest_1036,Expected
Resort Hotel,0,3,32,12,1,1,2,0.0,0,HB,Direct,Direct,0,0,0,1,0,Transient,283.0,1,1,08,2017-08-12,0,2,2.0,0,1,1,5,Guest_1037,Expected
Resort Hotel,0,84,32,8,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,2,08,2017-08-08,0,6,2.0,0,1,0,1,Guest_1038,Expected
Resort Hotel,0,191,32,6,3,5,2,0.0,0,Undefined,Online TA,TA/TO,0,0,0,2,0,Transient,196.0,1,0,08,2017-08-06,0,8,2.0,0,1,0,6,Guest_1039,Expected
Resort Hotel,0,256,32,10,1,3,2,1.0,1,BB,Online TA,TA/TO,0,0,0,1,0,Transient,258.0,0,2,08,2017-08-10,0,4,4.0,0,1,1,3,Guest_1040,Expected
Resort Hotel,0,43,32,7,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,270.0,0,2,08,2017-08-07,0,7,2.0,0,1,1,0,Guest_1041,Expected
Resort Hotel,0,195,32,7,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,158.6,0,0,08,2017-08-07,0,7,2.0,0,1,1,0,Guest_1042,Expected
Resort Hotel,0,11,32,10,1,3,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,204.75,0,1,08,2017-08-10,0,4,2.0,0,1,1,3,Guest_1043,Expected
Resort Hotel,0,87,32,11,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,230.0,0,2,08,2017-08-11,0,3,2.0,0,1,1,4,Guest_1044,Expected
Resort Hotel,0,28,32,7,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,244.0,0,2,08,2017-08-07,0,7,2.0,0,1,1,0,Guest_1045,Expected
Resort Hotel,0,239,32,9,1,4,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,183.2,0,1,08,2017-08-09,0,5,2.0,0,1,1,2,Guest_1046,Expected
Resort Hotel,0,0,33,13,1,0,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,185.0,0,0,08,2017-08-13,0,1,2.0,0,0,0,6,Guest_1047,Expected
Resort Hotel,0,257,32,7,2,5,2,1.0,0,BB,Online TA,TA/TO,0,0,0,1,0,Transient-Party,178.75,0,2,08,2017-08-07,0,7,3.0,0,1,1,0,Guest_1048,Expected
Resort Hotel,0,11,32,12,1,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,284.0,1,2,08,2017-08-12,0,2,4.0,0,1,1,5,Guest_1049,Expected
Resort Hotel,0,37,32,10,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,190.1,0,0,08,2017-08-10,0,4,2.0,0,1,1,3,Guest_1050,Expected
Resort Hotel,0,0,33,13,1,0,1,0.0,0,BB,Online TA,TA/TO,0,0,0,1,0,Transient,171.0,0,0,08,2017-08-13,0,1,1.0,0,1,1,6,Guest_1051,Expected
Resort Hotel,0,45,32,9,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,244.0,0,1,08,2017-08-09,0,5,2.0,0,1,1,2,Guest_1052,Expected
Resort Hotel,0,45,32,10,1,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,1,0,Transient,276.0,0,1,08,2017-08-10,1,4,2.0,0,1,1,3,Guest_1053,Expected
Resort Hotel,0,12,32,11,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,167.73,0,1,08,2017-08-11,0,3,2.0,0,1,1,4,Guest_1054,Expected
Resort Hotel,0,26,32,7,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Group,114.76,0,2,08,2017-08-07,0,7,2.0,0,1,1,0,Guest_1055,Expected
Resort Hotel,0,59,32,9,1,4,3,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,289.0,1,2,08,2017-08-09,0,5,3.0,0,1,1,2,Guest_1056,Expected
Resort Hotel,0,1,33,13,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,136.8,0,1,08,2017-08-13,0,1,2.0,0,1,1,6,Guest_1057,Expected
Resort Hotel,0,190,32,8,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,1,0,Contract,134.85,0,0,08,2017-08-08,0,7,2.0,0,1,1,1,Guest_1058,Expected
Resort Hotel,0,0,32,9,2,4,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,192.0,0,0,08,2017-08-09,0,6,2.0,0,0,1,2,Guest_1059,Expected
Resort Hotel,0,43,32,7,3,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,0,0,Transient,316.0,0,1,08,2017-08-07,0,8,2.0,0,1,1,0,Guest_1060,Expected
Resort Hotel,0,119,31,5,4,6,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,118.3,0,0,08,2017-08-05,0,10,2.0,0,1,1,5,Guest_1061,Expected
Resort Hotel,0,132,32,11,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,135.0,0,0,08,2017-08-11,0,4,2.0,0,1,1,4,Guest_1062,Expected
Resort Hotel,0,132,32,11,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,135.0,0,0,08,2017-08-11,0,4,2.0,0,1,1,4,Guest_1063,Expected
Resort Hotel,0,132,32,11,2,2,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,0,0,Contract,116.5,0,0,08,2017-08-11,0,4,1.0,0,1,1,4,Guest_1064,Expected
Resort Hotel,0,20,33,14,1,0,1,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient-Party,180.0,0,1,08,2017-08-14,0,1,1.0,0,0,0,0,Guest_1065,Expected
Resort Hotel,0,20,33,14,1,0,1,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient-Party,180.0,0,1,08,2017-08-14,0,1,1.0,0,0,0,0,Guest_1066,Expected
Resort Hotel,0,33,32,9,2,4,2,2.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,330.0,0,1,08,2017-08-09,0,6,4.0,0,1,0,2,Guest_1067,Expected
Resort Hotel,0,43,32,8,2,5,3,0.0,0,HB,Online TA,TA/TO,0,0,0,1,0,Transient,269.43,1,0,08,2017-08-08,0,7,3.0,0,1,1,1,Guest_1068,Expected
Resort Hotel,0,60,32,12,2,1,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,239.0,1,2,08,2017-08-12,0,3,2.0,0,1,0,5,Guest_1069,Expected
Resort Hotel,0,60,32,12,2,1,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,225.0,0,3,08,2017-08-12,0,3,2.0,0,1,0,5,Guest_1070,Expected
Resort Hotel,0,197,31,5,4,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,168.0,0,0,08,2017-08-05,0,10,2.0,0,1,0,5,Guest_1071,Expected
Resort Hotel,0,209,32,12,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,202.0,0,2,08,2017-08-12,1,3,2.0,0,1,0,5,Guest_1072,Expected
Resort Hotel,0,214,33,13,2,0,2,2.0,0,BB,Direct,Direct,0,0,0,1,0,Transient,199.2,1,2,08,2017-08-13,0,2,4.0,0,1,0,6,Guest_1073,Expected
Resort Hotel,0,5,33,13,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,210.0,0,1,08,2017-08-13,0,2,2.0,0,1,1,6,Guest_1074,Expected
Resort Hotel,0,0,33,15,0,1,2,0.0,0,BB,Direct,TA/TO,1,0,0,0,0,Transient,174.0,0,1,08,2017-08-15,0,1,2.0,0,0,1,1,Guest_1075,Expected
Resort Hotel,0,190,32,8,2,5,2,2.0,0,BB,Direct,Direct,0,0,0,2,0,Transient,198.0,0,1,08,2017-08-08,0,7,4.0,0,1,1,1,Guest_1076,Expected
Resort Hotel,0,49,33,13,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,0,0,Transient,198.0,0,1,08,2017-08-13,0,2,2.0,0,1,0,6,Guest_1077,Expected
Resort Hotel,0,191,32,9,2,4,2,0.0,0,BB,Direct,Direct,0,0,0,0,0,Transient,162.0,0,0,08,2017-08-09,0,6,2.0,0,1,1,2,Guest_1078,Expected
Resort Hotel,0,155,32,11,2,2,3,0.0,0,HB,Direct,Direct,0,0,0,1,0,Transient,284.7,0,2,08,2017-08-11,1,4,3.0,0,1,0,4,Guest_1079,Expected
Resort Hotel,0,155,32,11,2,2,2,0.0,0,HB,Direct,Direct,0,0,0,1,0,Transient-Party,225.5,0,1,08,2017-08-11,0,4,2.0,0,1,0,4,Guest_1080,Expected
Resort Hotel,0,155,32,11,2,2,2,1.0,0,HB,Direct,Direct,0,0,0,1,0,Transient-Party,251.0,0,1,08,2017-08-11,0,4,3.0,0,1,0,4,Guest_1081,Expected
